"x","y"
15.2109903972231,5.4287636211761
14.912658088114,8.77646833406359
15.2071729520114,8.45785009501015
16.4082745631202,6.879041894557
11.9664463121141,8.10719736179637
14.0379447457829,6.53630410580205
15.5507968590454,7.54259587479288
14.179130656235,8.22703067653048
14.6146299605976,9.47953849265938
15.8272443009693,7.29952880612967
14.884884730736,4.74329276046233
13.8598953050474,6.69303030540313
15.042521624732,7.0886624603956
13.3454611491009,5.65842481915006
15.1423269422865,6.2880170011949
15.8352030583499,6.31133839700196
12.1805901977942,8.49211787425718
14.7312188364479,8.23773499162329
14.0060211630736,7.43991343801367
14.9908073761926,6.35398069722553
13.2438309263689,8.22536082438461
12.4065515822799,7.53187831269626
14.2582778299243,7.46151726138216
12.5661733644862,7.52434512701813
14.1815399431749,6.85849971166351
12.1750292716829,6.36305637883207
12.1446142196899,6.48964749113599
12.4113024802288,8.3226074887745
13.3753034071752,9.7142953649289
10.012204921993,10.1788391783909
12.0137165050229,7.84372984823486
15.0597767831585,8.30915958264378
11.5288584200579,9.29004610673026
15.0652997827919,9.4004399770599
11.9538141828251,9.97569032704674
11.5559956386235,6.91096337199093
12.5879859647871,8.64209914710958
12.0084504197344,10.2514421417764
11.7354632994665,7.15615018475655
12.4452715141151,9.71871357927306
15.1352314306862,12.6816295572393
14.2131335469387,11.9658886119176
14.1964907593943,12.1741675438413
15.3484003682472,12.8837102970067
13.7871347024484,12.1623904549016
15.7108884120115,14.3351210368983
14.0360936552065,14.194811261827
13.4879426402156,11.4526863084525
15.5375850836211,14.3068691824084
14.3965406823904,11.7045339695328
14.5242327760778,12.3734977779607
14.005355722487,13.2188565729921
13.5394120386167,12.9356335950748
16.0496707545243,13.5755800466801
14.2538786770269,12.624384796225
15.4510741056152,13.7145309379468
14.6414842978114,11.8342618934453
12.9647808309419,13.3236707940928
14.3705357085947,12.5355057270231
14.2199081228561,11.4947442041515
11.6319118772973,4.64432949862946
0,4.64432949862946
0,12.8837102970067
0,3.73466864003657
0,12.624384796225
