x,y
1.95268994147016,2.59910821342926
2.10176337490884,2.54627547961631
0.268676253342558,0.289549610311751
0.510649438076182,0.517180005995204
0.510649438076182,0.517180005995204
0.335246928586121,0.778158723021583
0.510649438076182,0.517180005995204
0.80715073770032,0.78490332733813
0.580735643360697,0.890475119904077
0.80715073770032,0.78490332733813
0.793163416048021,1.04438324340528
1.08771995437291,0.997920413669065
1.04134487723694,1.52428057553957
1.25855975466088,1.20831459832134
1.26798436711109,1.53458483213429
1.66015296295604,1.25140512589928
1.75596985619986,1.63238159472422
1.26798436711109,1.53458483213429
1.39050432896385,1.96886241007194
1.75596985619986,1.63238159472422
1.78559006675767,2.18159847122302
1.58011855564074,1.77298785971223
2.10168857639733,1.92661495803357
2.15748826598351,1.45739658273381
2.05344353647362,2.30553057553957
2.37926585260953,2.58290242805755
2.05344353647362,2.30553057553957
2.10176337490884,2.54627547961631
2.09944462105204,2.81858887889688
2.37926585260953,2.58290242805755
2.30199899022009,2.05335731414868
2.70074985507788,2.48416891486811
2.61637713409503,2.85184352517986
2.61637713409503,2.85184352517986
2.76283261963087,2.09541741606715
2.61637713409503,2.85184352517986
2.78983488228584,3.38429256594724
2.5609514370664,3.20050209832134
2.54232660770051,3.72555080935252
2.76283261963087,2.09541741606715
2.89672195523309,2.60013863908873
3.0103408942162,3.23178956834532
2.99829833386316,3.78072541966427
3.03996110477402,4.01631819544365
3.109822914524,2.81287470023981
3.25141649681171,2.47255320743405
3.21798156216691,1.97251573741007
3.37737719019392,3.01970923261391
3.35433924864895,3.89294814148681
3.33429324756437,4.32863084532374
3.19105409802345,3.08874775179856
3.26667539315968,3.61960431654676
0.335246928586121,0.778158723021583
0.268676253342558,0.289549610311751
0.192157376068216,0.543409022781775
3.7800175776502,4.85602143285372
3.9168240552013,4.15636241007194
3.74516147128672,4.48844049760192
3.74329150849898,3.13980065947242
3.9168240552013,4.15636241007194
3.79535127250968,3.70915767386091
3.95302653477196,2.55536196043165
3.68345269929128,2.58608738009592
3.68726742337827,2.02178881894484
4.02632907605139,3.07966127098321
4.081605176057,5.08917865707434
3.97060418497672,5.61778702038369
4.23898124427324,4.72478267386091
4.24623669988967,4.17462904676259
4.30278437459095,3.54560101918465
4.29889485199245,2.64913069544364
4.4407876283262,4.11598845923261
4.51289339342147,5.41610461630695
4.60960786880341,5.85750149880096
4.61484376460908,4.69967775779376
4.69375619425173,5.05536196043165
4.69024066421078,4.06512290167866
4.62793350412327,3.52349370503597
4.77850290779214,3.12846597721823
4.77850290779214,3.12846597721823
5.05929651999925,6.22274055755396
5.11060829889485,5.40954736211031
5.12332404585149,4.79400854316547
5.17373824260897,3.90962230215827
4.97140826897545,2.93380920263789
4.94605157357369,4.01650554556355
5.22422723787797,4.3361248501199
4.93356022215158,4.63063923860911
5.11060829889485,5.40954736211031
4.91927370645324,5.69207134292566
4.8528526282327,5.95951363908873
5.4133926734858,6.9185589028777
5.35826617050321,5.9285071942446
5.30306486900911,6.33824190647482
5.42999794304093,5.33189073741007
5.49948576023337,4.68721897482014
5.54384127755858,4.05088429256595
5.53770779961479,3.48190197841727
5.43815098079548,3.05680455635492
5.7415337434785,7.45428657074341
5.8091515978832,6.31023306354916
5.85754623482993,4.42680230815348
5.80152214970922,3.25520833333333
5.7826729248088,2.99357389088729
6.00108457841689,5.35811975419664
6.17282196084298,8.0490295263789
6.35390915720777,6.63837679856115
6.29414514651158,5.09142685851319
6.29414514651158,3.87505620503597
6.02412251996185,3.03722646882494
6.3891392561288,4.4623051558753
6.41202760065075,5.80082808752998
6.4054453316379,6.2085956235012
6.49310918712718,7.66374400479616
6.84264263141163,8.85744529376499
7.12179067636554,7.09841501798561
7.20676178544047,5.35352967625899
7.12747536324027,4.09856489808154
7.078706733736,2.77118929856115
7.09000130897395,2.29391486810552
6.69902948931316,3.76761091127098
7.46339547842998,8.73857164268585
7.6602651607233,7.29419589328537
7.66131233988444,5.56401753597122
7.5895057688352,4.44956534772182
7.82010957981936,3.54906699640288
7.74359070254502,2.31845773381295
7.66131233988444,5.56401753597122
7.86416590309853,6.98975194844125
7.91772163733942,6.63725269784173
8.2153449146362,8.87243330335731
8.21265216822185,9.82557703836931
8.21392374291752,7.97849220623501
8.4112422162799,7.40426408872902
8.19552330908615,6.38170713429257
8.23075340800718,5.29835506594724
8.11638648390897,4.97704961031175
8.34766348149672,4.42848845923261
9.18705237765768,10.1204661270983
9.17874974288012,9.0580035971223
9.22901434261458,7.87188998800959
9.07919292406081,6.7279301558753
9.24053331338706,5.50172362110312
8.75935448884567,8.3570331235012
8.82368120874395,9.94632419064748
8.81500458140883,6.73645458633094
8.82353161172093,5.6619079736211
9.56411167417768,9.48815947242206
9.59679862370739,10.1297399580336
9.73794341492604,8.43806205035971
9.71685023468033,7.61400254796163
9.65701142547263,7.01457583932854
9.70121734577482,6.0798860911271
9.43800138377246,6.43688174460432
